CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro(2)/Anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas,
Bowling Green,Main St and Wooster St,,OH,US,2020-09-26,around 60 people,60,,60,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.sent-trib.com/news/protest-focuses-on-breonna-taylor/article_1960c264-0252-11eb-9efc-27dc6e146616.html,,,,,
Branford,Branford Point,,CT,US,2020-09-26,more than 100 boats,100,,100,,,general protesters,"for President Trump, for police",2,boat rally,,,,,1,1,https://www.zip06.com/news/20200930/branford-trumpblue-lives-boat-rally-draws-many-vessels-and-a-crowd,,,,,
Bristol,Bristol Wharf,,PA,US,2020-09-26,more than 50 people,50,,50,,,Lower Bucks for Change,"against racism, against police violence, for justice for Breonna Taylor",1,vigil,,,,,1,1,https://www.buckscountycouriertimes.com/story/news/local/2020/09/26/breonna-taylor-honored-during-vigil-bristol-borough/3549431001/,,,,,
Brookings,Port of Brookings Harbor,,OR,US,2020-09-26,upwards of 300 vehicles,300,,300,,,general protesters,for President Trump,2,car caravan,,,,,1,1,https://www.currypilot.com/news/photos-brookings-rally-shows-strong-presidential-support/article_7532700a-0299-11eb-aca3-df2911936338.html,,,,,
Buffalo Grove,Buffalo Restaurant and Ice Cream Parlor,,IL,US,2020-09-26,about 80 people,80,,80,,,general protesters,"for peace, for love",0,rally,,,,,1,1,https://www.chicagotribune.com/suburbs/buffalo-grove/ct-bgc-anti-racism-pride-rally-tl-1001-20200929-mbes4ovtdfhgdbp3ngh6nbwh2q-story.html,,,,,
Carlisle,Carlisle Fairgrounds,,PA,US,2020-09-26,,,,,,,general protesters,"for police, for President Trump, against claims of systemic racism",2,rally,,,,,1,1,https://www.pennlive.com/news/2020/09/back-the-blue-rally-set-for-carlisle-to-counter-hateful-rhetoric-targeting-police-organizer-says.html,https://cumberlink.com/news/local/candidates-deny-racial-concerns-in-policing-during-carlisle-rally/article_3c0b6726-d2ff-54d3-99d4-78aa2e31d0fa.html,,,,
Carlisle,Square of Carlisle PA,,PA,US,2020-09-26,,,,,,,Carlisle for Justice Transparency,"against racism, against police violence, for justice for Breonna Taylor",1,counter-protest,,,,,0,1,https://www.facebook.com/events/242307760544431/,,,,,
Carson City,Carson City Capitol,,NV,US,2020-09-26,approximately 50 protestors,50,,50,,,"Black Live Matter-Carson City, NV","against racism, against police violence, for justice for Breonna Taylor",1,protest,3,,,,1,1,https://carsonnow.org/story/09/28/2020/carson-city-arrest-report-details-arrests-saturday-blm-demonstration,https://thisisreno.com/2020/09/three-arrested-at-black-lives-matter-demonstration-in-carson-city/,https://www.facebook.com/events/2759108481081788/,,,
Cedar Rapids,,,IA,US,2020-09-26,,,,,,,general protesters,for Joe Biden,1,rally,,,,,1,1,https://www.thegazette.com/subject/news/photos-jill-biden-speaks-at-a-drive-in-rally-in-cedar-rapids-20200927,,,Jill Biden spoke,,
Charleston,Marion Square,,SC,US,2020-09-26,about 30 demonstrators,30,,30,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor, for resignation of sheriff",1,march,4,,,,1,1,https://www.postandcourier.com/news/charleston-police-sled-steer-protesters-away-from-king-broad-streets-arrest-a-few/article_230178c2-0027-11eb-994a-3353f1129f9e.html,https://www.live5news.com/2020/09/26/charleston-deputies-assist-police/,https://abcnews4.com/news/local/two-men-were-arrested-near-marion-square-protest-for-unlawfully-carrying-firearms,,,
Charlotte,"Black Lives Matter mural, S Tryon St",,NC,US,2020-09-26,,,,,,,Seeking Justice Charlotte,"against racism, against police violence, for justice for Breonna Taylor",1,rally; march,,,,,1,1,https://www.wcnc.com/article/news/local/uptown-firstward-fourthward/uptown-charlotte-protests-breonna-taylor/275-1fa27280-dc6c-4a06-b2fa-b1fbca4a2508,https://www.facebook.com/events/322185828952386/,,,,
Charlotte,First Ward Park,,NC,US,2020-09-26,,,,,,,CLT Uprising,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,0,1,https://www.wcnc.com/article/news/local/uptown-firstward-fourthward/uptown-charlotte-protests-breonna-taylor/275-1fa27280-dc6c-4a06-b2fa-b1fbca4a2508,,,,,
Chicago,Logan Square Monument,,IL,US,2020-09-26,,,,,,,Refuse Fascism; Refuse Fascism Chicago; Degenerate Artists Against Fascism,"against President Trump, against fascism, against racism",1,rally,,,,,1,1,https://www.facebook.com/events/690295571578251/,,,Trump/Pence Out Now,,
Chicago,Daley Plaza,,IL,US,2020-09-26,about 100 people; hundreds,100,,200,,,"My Block, My Hood, My City","against racism, against police violence, for justice for Breonna Taylor",1,rally,,,,,1,1,https://abc7chicago.com/breonna-taylor-rally-chicago-protest/6585352/,https://wgntv.com/news/chicago-news/protest-held-in-daley-plaza-saturday-after-breonna-taylor-decision/,https://www.wbez.org/stories/black-chicago-women-say-protesting-breonna-taylor-decision-is-good-for-the-soul/6e47e275-0782-45f5-a418-95a6688af2ff,,,
Chicopee,Chicopee rotary,,MA,US,2020-09-26,,,,,,,Chicopee Republican City Committee,"for President Trump, for Back the Blue",2,rally,,,,,1,1,https://www.wwlp.com/news/local-news/hampden-county/pro-trump-rally-in-chicopee-met-with-black-lives-matter-supporters/,,,,,
Chicopee,Chicopee rotary,,MA,US,2020-09-26,,,,,,,general protesters,"against President Trump, for Black Lives Matter, for defunding police",1,counter-protest,,,,,0,1,https://www.wwlp.com/news/local-news/hampden-county/pro-trump-rally-in-chicopee-met-with-black-lives-matter-supporters/,,,,,
Cincinnati,Fountain Square,,OH,US,2020-09-26,more than 50 people,50,,50,,,Operation Change Cincinnati,"against racism, for carceral reform, for defunding police",1,march,,,,,1,1,https://www.cincinnati.com/story/news/2020/09/26/people-rally-cincinnati-march-change/3547654001/,https://www.operationchangecincy.org/,,,,
Columbus,Columbus Statehouse,,OH,US,2020-09-26,,,,,,,Ohio Citizen Action; End Poverty Cleveland; Sunrise Movement Cleveland,against utility shutoffs during coronavirus pandemic,0,rally,,,,,1,1,https://www.ohiocitizen.org/noshutoffsrally,,,,,
Conway,Simon Park,,AR,US,2020-09-26,,,,,,,The Return,unclear,0,prayer march,,,,,1,1,https://arktimes.com/arkansas-blog/2020/09/25/prayer-march-and-rally-against-hate-to-converge-saturday-in-conway,,,,,
Conway,courthouse,,AR,US,2020-09-26,,,,,,,Faulkner County Coalition for Social Justice,"against hate, against racism, for LGBTQ rights, for religious freedom",1,counter-protest,,,,,0,1,https://arktimes.com/arkansas-blog/2020/09/25/prayer-march-and-rally-against-hate-to-converge-saturday-in-conway,,,,,
Cortez,Main St,,CO,US,2020-09-26,,,,,,,general protesters,"against racism, against police violence, for LGBTQ rights",1,march,,,,,1,1,https://the-journal.com/articles/189623-cortez-city-council-responds-to-confrontation-at-protest,https://the-journal.com/articles/189012,,Walk for Justice and Peace,,
Cortez,Main St,,CO,US,2020-09-26,,,,,,,general protesters,"for police, for President Trump, against Black Lives Matter, for gun rights",2,counter-protest,,,,,0,1,https://the-journal.com/articles/189623-cortez-city-council-responds-to-confrontation-at-protest,https://the-journal.com/articles/189012,,"Some members of Montezuma County Patriots militia group joined the counter-protesters, but Patriots leader said they did not organize the counter-protest. Insults and threats were hurled at marchers, but no physical violence occurred.",,
Coshocton,Coshocton County Courthouse,,OH,US,2020-09-26,a few dozen people,36,,36,,,general protesters,"against human trafficking, #savethechildren",0,rally,,,,,1,1,https://whiznews.com/2020/09/26/human-trafficking-rally-held-at-coshocton-courthouse/,,,,,
Daleville,Jubilee Rd,,PA,US,2020-09-26,a group,,,,,,general protesters,against destruction of local dam,0,rally,,,,,1,1,https://www.wnep.com/article/news/local/lackawanna-county/neighbors-rally-to-save-dam-lackawanna-county/523-edb58713-975a-4f1f-937b-a7ee2f864aee,,,,,
Davenport,"Davenport Police Department, 416 North Harrison St",,IA,US,2020-09-26,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.wqad.com/article/news/local/davenport-protest-against-breonna-taylor-decision-saturday/526-df6b1187-0f1b-4836-bb03-7c3a5fd48ef2,,,,,
Daytona Beach,Volusia County Courthouse Annex,,FL,US,2020-09-26,a group of roughly 50 demonstrators,50,,50,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.news-journalonline.com/story/news/local/2020/09/26/protesters-march-breonna-taylor-daytona-beach/3529145001/,,,,,
Denver,Denver City and County Building,,CO,US,2020-09-26,,,,,,,Black Lives Matter 5280,"against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/712732249278240/,,,"4th Annual March 4 Black Women Denver ""Silence in Solidarity"" March",,
Denver,Colorado State Capitol,,CO,US,2020-09-26,,,,,,,Party for Socialism and Liberation-Denver,for dropping criminal charges against protesters,1,rally,,,,,0,1,https://www.9news.com/article/news/local/protests/2nd-denver-rally-demand-dropping-chagers-protest-organizers/73-80de405f-7104-490b-8525-ec31fea92506,,,,,
East Flat Rock,online,,NC,US,2020-09-26,,,,,,,general protesters,against construction of asphalt plant by Southeastern Asphalt,0,rally,,,,,1,1,https://wlos.com/news/local/community-members-opposed-to-an-asphalt-plant-project-hold-virtual-rally,,,,,
Everett,Denney Juvenile Justice Center,,WA,US,2020-09-26,about 50 people,50,,50,,,Snohomish County Equity Alliance,"for closure of juvenile jail, for police reform",1,rally,,,,,1,1,https://www.heraldnet.com/news/no-more-youth-jail-group-demands-at-small-rally-in-everett/,,,,,
Ferguson,Ferguson Police Department,,MO,US,2020-09-26,around 100,100,,100,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,,,,,1,1,https://www.kmov.com/news/protest-held-in-ferguson-in-response-to-breonna-taylor-grand-jury-decision/article_bf05209c-006e-11eb-9ccf-6f6b8cd5b8a3.html,,,,,
Flagstaff,Wiseman Aviation,,AZ,US,2020-09-26,over 100 supporters,100,,100,,,Students for Trump,for President Trump,2,rally,,,,,1,1,https://azdailysun.com/news/local/govt-and-politics/elections/supporters-turn-out-for-trump-rally-in-flagstaff/article_b19147f3-9c45-5666-9933-1c169379dc49.html,,,,,
Frederick,Mullinix Park,,MD,US,2020-09-26,,,,,,,Frederick United,"against racism, against police violence, for justice for Breonna Taylor",1,rally,,,,,1,1,https://www.fredericknewspost.com/news/social_issues/groups-protest-breonna-taylor-case-in-downtown-frederick/article_e6ce22a2-b5b7-56cf-a269-21845aefa360.html,,,,,
Gainesville,Bo Diddley Plaza,,FL,US,2020-09-26,,,,,,,Goddsville Dream Defenders,"against racism, against police violence, for justice for Breonna Taylor",1,rally,,,,,1,1,https://www.facebook.com/events/799280880897813/,,,,,
Graham,Planet Fitness to Alamance County Courthouse,,NC,US,2020-09-26,almost 200-300 people,200,,300,,,general protesters,"against racism, for removal of Confederate statue, against jail's handling of COVID-19",1,march,a number,,,,1,1,https://www.wfmynews2.com/article/news/local/march-on-graham-we-are-still-here-protests-in-graham-underway/83-1dabf80a-da0a-4295-856a-de62793c90cf,https://www.thetimesnews.com/story/news/2020/09/29/arrests-grahams-first-major-fall-protest/3564278001/,,We're Still Here March,,
Graham,,,NC,US,2020-09-26,,,,,,,general protesters,against Black Lives Matter,2,counter-protest,1,,,,0,1,https://www.thetimesnews.com/story/news/2020/09/29/arrests-grahams-first-major-fall-protest/3564278001/,,,We're Still Here March,,
Grand Rapids,Rosa Parks Circle,,MI,US,2020-09-26,,,,,,,Family Over Everything,"against racism, against police violence",1,march,,,,,1,1,https://www.facebook.com/events/702178650366951/,,,,,
Greenville,Peace Center,,SC,US,2020-09-26,almost 100 people,100,,100,,,Greenville Black Lives Matter,"against racism, against police violence, for justice for Breonna Taylor",1,march,,,,,1,1,https://www.greenvilleonline.com/story/news/local/south-carolina/2020/09/26/protest-breonna-taylor-scheduled-today-downtown-greenville/3548127001/,,,,,
Hamburg,Hamburg Town Hall,,NY,US,2020-09-26,nearly 100 people; hundreds,100,,200,,,1791 Society,"against Governor Cuomo, for President Trump",2,rally,,,,,1,1,https://www.radio.com/wben/news/local/hundreds-gather-in-protest-of-cuomo-and-rally-for-trump,https://www.wgrz.com/article/news/health/coronavirus/unmasked-people-protest-covid-19-guidelines-in-hamburg/71-df1c389d-e224-482e-9487-d2d61086869d,,,,
Harrisburg,Italian Lake Park,,PA,US,2020-09-26,,,,,,,African American Memorial Fund,"against racism, against police violence",1,vigil,,,,,1,1,https://www.facebook.com/events/3223582277727095/,,,,,
Jasper,Jasper Courthouse Square,,IN,US,2020-09-26,dozens,24,,24,,,general protesters,against construction of new interstate highway connection in southern Indiana known as the Mid-States Corridor Plan,0,protest,,,,,1,1,https://www.14news.com/2020/09/26/protesters-rally-jasper-voice-opposition-against-mid-states-corridor-plan/,,,,,
Kansas City,National World War I Museum,,MO,US,2020-09-26,"over 5,000 supporters",5000,,5000,,,general protesters,for President Trump,2,rally; parade,several,,,,1,1,https://fox4kc.com/news/over-5000-supporters-hold-rally-in-kansas-city-for-president-trump/,,,Arrests related to clash between pro- and anti-Trump groups at Mill Creek Park. Not clear how arrestees were distributed across groups.,,
Kansas City,National World War I Museum,,MO,US,2020-09-26,,,,,,,general protesters,against President Trump,1,counter-protest,several,,,,0,1,https://fox4kc.com/news/over-5000-supporters-hold-rally-in-kansas-city-for-president-trump/,,,Arrests related to clash between pro- and anti-Trump groups at Mill Creek Park. Not clear how arrestees were distributed across groups.,,
Kinderhook,Kinderhook Village Square,,NY,US,2020-09-26,about 30 people,30,,30,,,general protesters,"against corruption, against police violence",0,rally,,,,,1,1,https://www.hudsonvalley360.com/news/rally-for-suspected-assault-victim-held-in-kinderhook/article_162404f2-0014-11eb-bbfd-d3c3b3adee86.html,,,,,
Kinston,"Brother's convenience store, West Highland Ave",,NC,US,2020-09-26,,,,,,,general protesters,"against racism, for boycotting store over treatment of Black female customer",1,protest,,,,,1,1,https://www.witn.com/2020/09/26/protesters-gather-outside-kinston-convenience-store-following-video-of-altercation-with-woman-and-store-employees/,,,,,
Las Vegas,,,CA,US,2020-09-26,about 50,50,,50,,,Las Vegas Libertarian,anti ICE; pro immigration rights,1,protest,0,0,0,0,1,1,https://www.reviewjournal.com/local/local-las-vegas/protesters-demonstrate-against-ice-near-downtown-las-vegas-2130813/,,,,,
Lawrence,Lawrence County Courthouse,,IN,US,2020-09-26,,,,,,,Sons of Thunder; Scallywags Motorcycle Club,"for police, Back the Blue",2,rally,,,,,1,1,http://www.wbiw.com/2020/09/27/back-the-blue-rally-supports-lawrence-county-police-officers/,,,,,
Lawrence,Lawrence County Courthouse,,IN,US,2020-09-26,,,,,,,general protesters,"against racism, against police violence",1,counter-protest,,,,,0,1,http://www.wbiw.com/2020/09/27/back-the-blue-rally-supports-lawrence-county-police-officers/,,,,,
Lexington,,,KY,US,2020-09-26,,,,,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,protest,3,,,,1,1,https://account.kentucky.com/paywall/registration?resume=246040035,,,,,
Los Angeles,Compton,,CA,US,2020-09-26,,,,,,,Compton Education Association,against premature reopening of public schools during coronavirus pandemic,0,car caravan,,,,,1,1,https://losangeles.cbslocal.com/2020/09/26/compton-unified-school-reopening-coronavirus-protest-rally/,,,,,
Louisville,Jefferson Square Park to First Unitarian Church,,KY,US,2020-09-26,more than 500 people,500,,500,,,general protesters,"against racism, against police violence, for justice for Breonna Taylor",1,march,28,0,0,1,1,1,https://www.courier-journal.com/story/news/local/breonna-taylor/2020/09/26/live-breonna-taylor-louisville-protest-updates-weekend/3546245001/,https://www.usatoday.com/story/news/nation/2020/09/26/breonna-taylor-updates-protests-louisville-nationwide/3546807001/,https://abcnews.go.com/US/28-arrests-made-breonna-taylor-protests-louisville-windows/story?id=73273804,,,
