CityTown,Location,County,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro2-Anti1,EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc.,TearGas
Lodi,Kettlemen and Lower Sac,,CA,US,2020-08-22,count: FB,32,,32,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/saveourchildren/359516408746275/,,,
Long Beach,E Ocean Blvd and Junipero,,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Los Angeles,"TCL Chinese Theaters, Hollywood",,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-walk/3097050267083323/,,,
Los Angeles,Hollywood and Vine,,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,0,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-walk/3097050267083323/,,,
Louisville,601 W Broadway,,KY,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/shatter-the-silence-standing-f/280847623368645/?ti=icl,,,
Lowell,Lowell City Hall,,MA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Manistee,River St and US 31,,MI,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Manteca,1194 E Yosemite Ave,,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Marquette,121 N Front St,,MI,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Marysville,Ellis Lake,,CA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Medford,Alba Park,,OR,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Medina,Medina Square,,OH,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Meridian,1900 N Records Ave,,ID,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/2634747503408897/,,,
Miami,301 Biscayne Blvd,,FL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://m.facebook.com/events/739740939930092?acontext=%7B%22ref%22%3A%223%22%2C%22action_history%22%3A%22null%22%7D&aref=3,,,
Milford,50 E Walnut St,,MA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Milwaukee,N Lake Dr and E North Ave,,WI,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Missoula,McCormick Park,,MT,US,2020-08-22,count: FB,41,,41,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-monta/1759351614214646/,,,
Mobile,Government Plaza,,AL,US,2020-08-22,count: FB,219,,219,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://www.wkrg.com/top-stories/two-save-the-children-events-set-for-this-saturday/,https://www.facebook.com/events/297899524750753/,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,
Mocksville,"Brock Performing Arts Center, 622 N Main St",,NC,US,2020-08-22,count: FB,61,,61,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-our-children-march/654176265183927/,,,
Mooresville,Main and Indiana St,,IN,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Morgantown,Spruce and Walnut,,WV,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Mount Juliet,Providence Marketplace,,TN,US,2020-08-22,count: FB,15,,15,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/mount-juliet-site-100-city-mar/321166315741811/,,,
Muncie,525 N Walnut St,,IN,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Naples,5th Ave S,,FL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Nashville,,,IN,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,http://www.bcdemocrat.com/2020/09/01/group-rallies-to-saveourchildren/#,,,,
Nashville,John Seigenthaler Pedestrian Bridge,,TN,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
New Braunfels,Main Plaza,,TX,US,2020-08-22,count: FB,196,,196,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-our-children-march/315261116337610/,,,
New Orleans,5 Victory Ave,,LA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Newport,100 Main St,,VT,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Newnan,400 East Court Sq,,GA,US,2020-08-22,count: FB,23,,23,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/march-against-human-sex-traffi/298726908121709/,,,
New York,Washington Square Park,,NY,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Oak Park,North and Harlem,,IL,US,2020-08-22,count: FB,39,,39,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,0,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/saveourchildren-rally/304546363990743/,,,
Oklahoma City,"2 S Mickey Mantle Dr, Bricktown",,OK,US,2020-08-22,count: FB,323,,323,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-okc-a/931346367371011/,,,
Olympia,2925 Harrison Ave,,WA,US,2020-08-22,count: FB,60,,60,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/protest-against-child-sex-traf/321741255688395/,,,
Omaha,Elmwood Park Pavilion,,NE,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Orlando,3101 E Colonial Dr,,FL,US,2020-08-22,count: FB,114,,114,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-orlan/328927908242178/,,,
Orlando,Lake Eola Park,,FL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,0,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Paducah,Paducah Riverfront,,KY,US,2020-08-22,count: FB,27,,27,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-our-children-march/896124357553092/,,,
Parkersburg,Point Park Amphitheater,,WV,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://www.wtap.com/2020/08/19/save-the-children-march-to-be-held-saturday/,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,
Pelham,Brito's Supermarket,,AL,US,2020-08-22,count: FB,9,,9,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://www.facebook.com/events/598003740908392/?active_tab=about,,,,
Pensacola,N 17th Ave,,FL,US,2020-08-22,count: FB,30,,30,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/100-city-march-to-end-human-tr/1255914871423585/,,,
Peru,Miami's Fort,,IN,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Philadelphia,Love Park,,PA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Phoenix,300 E Indian School Rd,,AZ,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-arizo/1353446931511826/,,,
Port Charlotte,Veterans Blvd and Tamiami Trail,,FL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/savethechildren-peaceful-prote/300004697946130/?ti=as,,,
Portland,Congress Square,,ME,US,2020-08-22,count: FB,38,,38,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/freedom-for-the-children-march/650823955783396/,,,
Portland,Justice Center,,OR,US,2020-08-22,approximately 300,300,,300,,,Americans Against Marxism,against Marxism,2,protest,,unclear,,,1,1,https://www.thestranger.com/slog/2020/08/24/44339842/portland-police-stand-by-as-armed-alt-right-protesters-and-antifascists-brawl,https://www.nytimes.com/2020/08/22/us/portland-protests.html?action=click&module=RelatedLinks&pgtype=Article,https://www.portlandmercury.com/blogtown/2020/08/25/28767637/sign-language-interpreter-gets-arrested-while-making-portland-protests-more-accessible,"No to Marxism in America Rally; alt-right and white supremacist groups participated, including Proud Boys and Patriot Prayer. Brawled with counter-protesters.",
Portland,Justice Center,,OR,US,2020-08-22,approximately 400,400,,400,,,Pop Mob,against fascism,1,counter-protest,,unclear,,,0,1,https://www.thestranger.com/slog/2020/08/24/44339842/portland-police-stand-by-as-armed-alt-right-protesters-and-antifascists-brawl,https://www.nytimes.com/2020/08/22/us/portland-protests.html?action=click&module=RelatedLinks&pgtype=Article,https://www.portlandmercury.com/blogtown/2020/08/25/28767637/sign-language-interpreter-gets-arrested-while-making-portland-protests-more-accessible,Banner Bloc Party. Response to No to Marxism in America event. Brawled with alt-right protesters.,
Portland,2153 NE Sandy Blvd,,OR,US,2020-08-22,count: FB,39,,39,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,0,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/save-our-children-march/616309852638181/,,,
Portland,Pioneer Courthouse Square,,OR,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,0,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Providence,82 Smith St,,RI,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://www.facebook.com/events/2439304516362598/,,,,
Pueblo,Pueblo Downtown Riverwalk,,CO,US,2020-08-22,count: FB,4,,4,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/saveourchildrenpueblostrong/1265947813746348/,,,
Puyallup,330 S Meridian,,WA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Raleigh,North Carolina State Capitol,,NC,US,2020-08-22,count: FB,61,,61,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/saveourchildrenrally-raleigh-n/315593069681408/,,,
Raleigh,Mission Valley Shopping Center,,NC,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,0,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Richmond,3401 Courthouse Rd,,VA,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Rochester,Genesee Valley Park,,NY,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Rock Island,211 19th St,,IL,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Rock Island,Rock Island Centennial Bridge,,IL,US,2020-08-22,count: FB,67,,67,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,0,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/qc-awareness-march-to-end-chil/326315541744059/,,,
Russelville,City Park,,AR,US,2020-08-22,,,,,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,,,,
Sacramento,California State Capitol,,CA,US,2020-08-22,count: FB,69,,69,,,general protesters,"against child sex trafficking, #savethechildren",0,march,,,,,1,1,https://docs.google.com/spreadsheets/d/1kcIw4M3NIm303fMPa4OZw-Q3FWyzKpKNq9GAdqULt9c/edit?fbclid=IwAR3uVAUmrWDYjZQdNvrJ-6CCxEZ2MNetU5LjOplSdETFZmzeTB2xNNmc6uE#gid=437397467,https://www.facebook.com/events/s/100-city-march-to-end-human-tr/728941400990777/,,,
